,notification,item_text,main_work_center,created_on,created_at,completion_by_date,completion_time,user_status,system_status,problem_group_text,problem_code_text,malfunction_end,malfunction_end_time,malfunction_start,malfunction_start_time,description,code_group_text,coding_code_text,day_max_temp,day_min_temp,day_wind,lag_1_max_temp,lag_1_min_temp,lag_1_wind,rolling_3d_max_avg_temp,rolling_3d_min_avg_temp,rolling_3d_wind,rolling_7d_max_avg_temp,rolling_7d_min_avg_temp,rolling_7d_wind,area_name,kunda_risk_penalty,kunda_risk_factor
731,645977,"00:26,10:09",PLANT_01,2025-09-18,9:55:44,11/15/2025,7:37:25,IN_PROGRESS,CNF,Software,Sensor Fault,56.51,14:16:47,9/22/2025,17:20:05,Address skin number poor.,Electrical Issue,S04,30.5,25.4,14.0,30.8,25.6,15.2,30.03,26.0,22.37,30.14,25.6,19.89,Korangi,0.21,Extreme
732,897606,"00:05,12:20",MAINT_01,2025-04-07,23:43:44,3/12/2026,3:23:55,COMPLETED,CLSD,Mechanical,Short Circuit,44.28,21:38:47,2/7/2025,10:11:52,Stuff another each PM where new.,Mechanical Issue,E01,33.6,25.4,22.4,36.4,24.6,26.7,35.77,22.97,19.77,35.63,20.91,15.07,Clifton,-0.1087,Very Secure
733,450605,"01:01,12:31",PLANT_02,2024-10-25,8:42:43,12/14/2025,19:22:55,COMPLETED,REL,Electrical,Motor Failure,35.13,17:40:57,8/6/2025,4:47:05,Member drug charge total because hotel.,Mechanical Issue,S04,38.0,24.4,15.8,37.1,23.2,13.5,35.83,24.03,16.83,35.91,24.56,15.57,Surjani,0.1585,High
734,989465,"01:01,10:36",PLANT_03,2025-01-21,3:59:31,1/1/2026,9:33:12,NEW,CNF,Electrical,Sensor Fault,47.75,20:28:39,6/15/2025,6:08:51,Some pattern according to free.,Mechanical Issue,S04,25.3,12.1,11.3,26.3,13.6,13.3,25.93,13.37,14.7,25.06,12.61,13.91,Nazimabad,0.0349,Medium
735,633636,"01:01,10:03|01:01,10:03",MAINT_01,2024-09-27,13:30:14,2/6/2026,20:58:02,COMPLETED,REL,Hydraulic,Leak,40.04,6:02:24,6/28/2025,10:34:59,Free theory none so myself follow not.,Software Issue,M02,32.1,26.5,25.2,32.4,26.4,20.0,32.07,26.43,21.53,31.81,26.13,21.16,Clifton,-0.1087,Very Secure
736,138102,"00:30,10:21",PLANT_02,2024-02-05,23:28:10,3/23/2026,21:51:39,ON_HOLD,TECO,Software,Leak,43.22,12:34:52,7/6/2025,12:06:32,Because order order interest.,Hydraulic Issue,S04,25.4,16.3,15.1,26.1,19.8,19.8,26.3,19.0,17.13,27.06,18.31,16.07,Surjani,0.1585,High
737,174460,"01:10,11:00",PLANT_01,2023-11-02,8:38:58,12/29/2025,18:11:55,NEW,TECO,Mechanical,Sensor Fault,56.54,1:36:13,6/16/2025,6:57:03,House discuss successful industry.,Electrical Issue,H03,36.4,22.1,14.7,36.3,22.3,14.3,36.23,22.27,15.57,34.66,23.23,15.93,Korangi,0.21,Extreme
738,464778,"00:28,20:03",MAINT_01,2024-08-13,23:35:17,1/11/2026,10:55:41,ON_HOLD,CNF,Software,Sensor Fault,34.88,13:35:03,6/17/2025,16:53:03,Something those center have.,Mechanical Issue,M02,32.1,27.5,19.4,30.8,27.2,23.3,31.23,27.3,29.23,31.07,27.34,26.76,Clifton,-0.1087,Very Secure
739,189930,"00:24,11:46",PLANT_01,2025-07-05,9:28:29,12/31/2025,10:43:35,COMPLETED,REL,Mechanical,Short Circuit,3.41,6:53:37,4/29/2025,2:59:58,Cost eight work three reason call traditional.,Software Issue,H03,34.1,28.5,16.5,33.9,28.2,14.6,32.97,28.0,17.1,32.57,27.66,19.7,Korangi,0.21,Extreme
740,631089,"00:20,12:21",PLANT_03,2024-08-01,13:21:50,2/28/2026,5:22:19,COMPLETED,TECO,Electrical,Leak,12.23,17:53:01,5/10/2025,20:21:41,Before general class require.,Mechanical Issue,E01,31.5,27.7,31.8,31.4,27.8,16.3,32.37,28.13,14.3,33.29,28.69,18.39,Nazimabad,0.0349,Medium
741,727438,"00:19,16:12",PLANT_01,2025-07-20,11:54:31,2/15/2026,18:12:36,ON_HOLD,CNF,Electrical,Sensor Fault,31.86,1:27:48,1/18/2025,11:46:13,Accept country red collection positive part produce.,Electrical Issue,E01,31.6,27.9,19.6,33.1,28.1,22.3,33.1,27.67,17.73,32.93,27.54,19.04,Korangi,0.21,Extreme
742,827627,"00:20,11:01|00:20,10:54",PLANT_02,2024-09-14,17:23:31,2/9/2026,19:25:12,COMPLETED,CNF,Mechanical,Short Circuit,52.33,5:49:49,3/24/2025,4:05:34,Good travel size mission.,Hydraulic Issue,H03,30.6,26.1,30.1,30.8,26.0,29.5,30.43,25.4,22.47,30.14,25.5,20.63,Surjani,0.1585,High
743,279208,"02:01,12:56",PLANT_01,2024-09-07,22:46:33,2/22/2026,22:12:15,NEW,CLSD,Software,Motor Failure,42.92,12:52:06,7/31/2025,6:29:59,Reveal rather not its significant me deep.,Electrical Issue,M02,29.9,25.6,17.9,29.9,26.2,23.4,31.63,26.53,20.87,32.01,25.3,14.24,Korangi,0.21,Extreme
744,254697,"00:05,14:49",PLANT_02,2025-06-22,3:12:35,2/2/2026,16:31:55,IN_PROGRESS,TECO,Software,Sensor Fault,47.0,9:03:55,2/9/2025,5:21:48,Forward nearly room thing notice less.,Software Issue,S04,32.7,28.5,22.4,32.6,28.4,24.4,32.6,28.43,27.6,34.61,28.09,22.01,Surjani,0.1585,High
745,313945,"01:10,11:51",MAINT_01,2025-02-15,2:51:51,4/23/2026,8:15:40,IN_PROGRESS,REL,Hydraulic,Sensor Fault,34.77,10:39:45,10/1/2025,23:11:13,Cold real high might remember seek significant.,Hydraulic Issue,M02,29.5,21.4,22.0,29.6,18.5,16.9,29.7,16.17,11.93,28.49,15.84,12.76,Clifton,-0.1087,Very Secure
746,331915,"00:22,15:55",MAINT_01,2025-01-05,2:47:46,12/19/2025,21:41:47,IN_PROGRESS,TECO,Mechanical,Sensor Fault,44.53,18:55:42,12/24/2024,6:41:56,Long she record teach attack.,Hydraulic Issue,M02,23.0,8.6,11.4,23.8,15.4,18.1,24.83,13.13,12.83,25.36,12.47,12.49,Clifton,-0.1087,Very Secure
747,827952,"00:23,19:14",PLANT_02,2024-06-04,23:27:24,12/26/2025,11:07:26,COMPLETED,CLSD,Software,Short Circuit,24.02,7:25:25,9/12/2025,0:35:06,Participant choice training look common meeting.,Mechanical Issue,H03,32.6,27.6,28.4,33.0,27.4,22.1,35.1,27.3,21.03,37.4,27.69,26.09,Surjani,0.1585,High
748,308124,"00:30,10:21",PLANT_03,2025-01-11,9:56:59,1/28/2026,15:44:18,NEW,CNF,Electrical,Motor Failure,34.12,15:39:30,3/23/2025,10:11:47,Which financial apply benefit method collection.,Software Issue,S04,25.8,10.8,10.4,25.4,11.7,11.5,24.67,10.0,9.93,24.36,10.67,11.86,Nazimabad,0.0349,Medium
749,537477,"00:40,11:15",PLANT_03,2025-03-20,11:23:40,3/17/2026,1:49:23,NEW,REL,Software,Leak,53.72,15:56:17,10/29/2024,19:14:38,Class approach necessary past Mr personal stuff.,Mechanical Issue,E01,34.5,23.2,9.7,33.5,21.0,10.5,34.37,20.17,9.0,34.14,21.46,12.54,Nazimabad,0.0349,Medium
750,625830,"01:01,11:12",PLANT_03,2024-10-13,17:36:59,1/17/2026,13:11:04,COMPLETED,CNF,Software,Motor Failure,62.84,2:28:36,8/27/2025,3:31:33,Career watch arrive become everything.,Hydraulic Issue,S04,35.6,25.5,11.9,37.0,24.5,14.3,37.8,25.17,14.87,36.57,25.11,15.23,Nazimabad,0.0349,Medium
751,383821,"00:15,18:50",MAINT_01,2024-03-06,22:40:39,11/12/2025,0:21:05,NEW,CLSD,Hydraulic,Motor Failure,31.51,7:35:21,8/3/2025,19:48:15,Pressure room under team security.,Mechanical Issue,S04,26.0,13.9,14.9,26.3,12.6,19.2,23.63,10.33,20.0,25.03,13.81,20.41,Clifton,-0.1087,Very Secure
752,277804,"00:35,18:08",MAINT_01,2024-08-15,22:56:06,2/16/2026,14:04:20,COMPLETED,REL,Software,Motor Failure,3.62,20:58:13,6/25/2025,2:22:29,Instead well growth own.,Software Issue,M02,31.5,27.3,23.8,31.5,27.3,21.0,31.47,27.33,21.23,31.47,27.39,25.23,Clifton,-0.1087,Very Secure
753,805703,"00:25,15:14",PLANT_03,2024-06-18,21:48:51,1/20/2026,0:06:54,IN_PROGRESS,TECO,Hydraulic,Motor Failure,12.06,1:10:47,7/5/2025,6:04:35,Red pull save same camera.,Hydraulic Issue,M02,33.9,29.2,25.8,33.8,28.9,22.7,33.97,28.8,21.33,33.81,28.57,24.91,Nazimabad,0.0349,Medium
754,139081,"00:45,11:35",PLANT_01,2025-04-18,6:37:39,4/19/2026,3:40:57,NEW,CLSD,Electrical,Sensor Fault,1.99,20:53:14,12/2/2024,7:17:05,Without everybody research chance system.,Mechanical Issue,E01,32.8,25.5,22.1,34.0,26.1,26.5,33.23,25.63,23.23,33.37,25.0,21.0,Korangi,0.21,Extreme
755,818216,"00:32,11:35",PLANT_03,2025-02-02,3:31:17,4/3/2026,8:31:43,COMPLETED,CNF,Electrical,Leak,47.21,10:40:34,5/28/2025,11:34:01,Response marriage sure camera.,Mechanical Issue,M02,26.9,12.2,14.5,24.9,9.9,13.8,25.2,12.13,16.07,26.14,12.67,13.17,Nazimabad,0.0349,Medium
756,455249,"01:01,11:03",PLANT_01,2025-10-05,6:34:15,2/21/2026,11:29:11,NEW,CNF,Electrical,Short Circuit,24.26,3:06:40,3/30/2025,20:15:24,During responsibility among since.,Hydraulic Issue,M02,31.4,25.8,19.7,31.8,25.1,22.1,33.4,26.03,20.5,34.9,25.97,17.96,Korangi,0.21,Extreme
757,319930,"00:50,11:58",PLANT_03,2025-05-22,20:50:32,4/14/2026,6:20:35,ON_HOLD,CNF,Electrical,Sensor Fault,39.29,4:24:19,3/30/2025,21:14:31,Me individual though imagine.,Software Issue,S04,33.0,27.1,20.5,33.3,27.3,20.5,33.43,27.2,19.97,33.69,26.79,17.79,Nazimabad,0.0349,Medium
758,905497,"01:01,11:50",PLANT_01,2024-06-23,18:37:53,1/12/2026,12:58:06,ON_HOLD,REL,Electrical,Short Circuit,35.77,9:28:20,1/5/2025,4:59:23,Culture radio station general soldier discuss.,Electrical Issue,E01,35.0,28.7,21.2,35.6,28.7,16.2,35.23,28.77,21.67,34.51,28.81,23.14,Korangi,0.21,Extreme
759,617313,"01:01,14:20",MAINT_01,2024-05-20,23:18:24,2/16/2026,23:52:43,ON_HOLD,CNF,Software,Short Circuit,6.33,21:26:15,11/7/2024,10:17:30,Lead green total benefit Mr car.,Electrical Issue,E01,35.2,27.8,25.8,33.8,25.9,21.7,35.5,26.1,22.17,34.93,25.69,19.4,Clifton,-0.1087,Very Secure
760,314532,"00:30,10:53",PLANT_03,2025-05-25,15:52:27,1/9/2026,13:58:27,COMPLETED,REL,Mechanical,Short Circuit,29.33,15:55:43,1/18/2025,2:35:04,Raise prepare wrong bed.,Hydraulic Issue,H03,34.7,28.4,22.3,33.9,28.1,23.2,33.57,27.4,22.37,33.5,27.16,20.34,Nazimabad,0.0349,Medium
761,712380,"01:01,14:03",PLANT_03,2024-07-21,5:11:15,4/10/2026,23:26:23,NEW,CNF,Electrical,Leak,16.27,7:34:46,6/8/2025,21:12:30,Like her part team.,Electrical Issue,H03,38.5,29.7,13.7,38.0,29.3,18.3,35.83,29.57,18.77,36.11,29.2,20.3,Nazimabad,0.0349,Medium
762,619332,"00:40,11:05",PLANT_02,2025-09-09,19:18:12,11/12/2025,15:01:55,ON_HOLD,TECO,Software,Motor Failure,30.42,4:41:07,4/30/2025,4:26:22,Old what design want.,Mechanical Issue,E01,26.4,24.9,22.9,29.6,26.0,16.0,30.87,25.87,18.67,31.21,25.47,17.91,Surjani,0.1585,High
763,416837,"00:60,12:53",PLANT_03,2024-03-23,2:25:16,12/29/2025,9:15:56,NEW,CNF,Hydraulic,Motor Failure,15.06,21:04:13,11/26/2024,4:54:56,Enough success score.,Electrical Issue,S04,30.4,22.4,20.8,31.4,22.7,22.7,32.3,21.87,19.2,32.87,20.07,17.89,Nazimabad,0.0349,Medium
764,389106,"08:01,18:20",PLANT_01,2025-10-27,7:52:37,12/24/2025,12:59:07,COMPLETED,TECO,Electrical,Motor Failure,60.59,17:52:26,5/24/2025,14:14:09,At hit class nothing soon.,Mechanical Issue,H03,35.1,23.4,19.9,35.7,21.1,16.8,36.23,21.03,13.4,36.27,21.23,13.16,Korangi,0.21,Extreme
765,128295,"00:01,12:05",PLANT_02,2024-03-08,15:03:30,2/23/2026,8:54:30,ON_HOLD,CNF,Mechanical,Leak,12.95,6:50:59,3/26/2025,7:13:00,Voice information add argue image.,Hydraulic Issue,M02,29.1,15.9,14.8,28.1,16.0,16.8,26.8,14.17,16.97,24.1,13.26,19.5,Surjani,0.1585,High
766,113807,"02:10,14:47",PLANT_03,2025-05-12,12:02:45,3/5/2026,8:16:44,ON_HOLD,REL,Software,Sensor Fault,69.2,19:01:18,11/5/2024,13:31:16,Why individual wide hotel west theory.,Electrical Issue,M02,32.8,26.6,20.1,32.9,26.4,19.8,33.67,26.33,16.03,34.37,26.0,13.5,Nazimabad,0.0349,Medium
767,535564,"01:01,11:16",PLANT_03,2023-11-17,16:33:56,2/14/2026,3:07:15,COMPLETED,TECO,Software,Leak,30.24,2:28:56,6/8/2025,4:25:27,Himself red upon.,Electrical Issue,E01,30.2,19.9,19.2,31.2,19.0,17.9,31.53,19.47,18.37,32.27,19.31,16.17,Nazimabad,0.0349,Medium
768,257504,"01:01,11:13",MAINT_01,2025-04-12,21:30:03,1/8/2026,16:43:12,NEW,CLSD,Software,Sensor Fault,61.01,1:33:19,12/27/2024,10:17:56,Now sound gun art.,Software Issue,S04,35.3,24.0,15.9,32.9,24.4,17.0,32.4,23.77,15.73,33.59,23.89,18.31,Clifton,-0.1087,Very Secure
769,338067,"01:01,11:47",PLANT_02,2025-09-17,11:34:46,4/6/2026,12:57:06,ON_HOLD,REL,Hydraulic,Leak,45.46,18:47:18,6/13/2025,19:52:31,Expert several effort prevent kid issue woman range.,Electrical Issue,H03,30.8,25.6,15.2,30.0,26.3,23.3,29.97,26.1,24.63,29.89,25.51,20.67,Surjani,0.1585,High
770,585008,"01:01,14:49",PLANT_01,2024-03-30,19:30:32,3/18/2026,23:29:05,NEW,CLSD,Mechanical,Sensor Fault,53.08,14:52:30,7/5/2025,11:49:21,Show response nothing gas few page cold couple.,Mechanical Issue,H03,28.7,21.8,26.0,28.7,22.2,21.7,31.23,22.9,21.6,31.84,22.77,20.77,Korangi,0.21,Extreme
771,792440,"02:01,22:20",PLANT_03,2025-06-03,20:27:48,4/15/2026,7:49:47,IN_PROGRESS,REL,Electrical,Short Circuit,55.39,21:09:54,10/11/2025,15:54:25,History its street because.,Hydraulic Issue,H03,33.4,27.3,22.0,35.6,27.8,21.3,38.43,28.1,25.8,37.86,28.04,24.91,Nazimabad,0.0349,Medium
772,494540,0:20,MAINT_01,2025-06-27,2:40:15,3/12/2026,12:02:10,COMPLETED,TECO,Hydraulic,Sensor Fault,36.6,22:13:10,11/5/2024,1:26:58,Eight skill program try.,Hydraulic Issue,E01,36.7,27.0,12.5,35.0,27.4,10.1,33.93,27.5,12.5,33.33,28.0,18.41,Clifton,-0.1087,Very Secure
773,977699,"00:40,11:33",PLANT_03,2023-12-18,19:01:46,1/30/2026,16:30:40,ON_HOLD,CLSD,Electrical,Leak,39.35,20:35:49,6/5/2025,20:16:39,Wait never fly pull big method.,Electrical Issue,M02,26.5,15.3,24.7,26.6,15.4,18.2,27.23,14.9,14.8,27.36,15.1,13.99,Nazimabad,0.0349,Medium
774,617923,"00:42,17:39",PLANT_02,2025-07-09,16:35:53,1/18/2026,17:11:25,COMPLETED,CLSD,Mechanical,Sensor Fault,37.25,22:36:44,8/13/2025,3:50:50,Player western move manage worry wear pay.,Hydraulic Issue,S04,34.0,28.0,15.0,34.4,27.8,13.0,33.27,28.07,16.1,33.26,28.1,16.59,Surjani,0.1585,High
775,266981,"00:20,15:19",PLANT_01,2025-06-01,11:29:21,11/28/2025,17:06:47,IN_PROGRESS,TECO,Software,Leak,42.55,15:39:31,3/19/2025,16:55:25,Us challenge drive find star be over radio.,Software Issue,M02,40.8,28.4,25.0,38.9,28.1,31.1,39.63,28.1,28.13,37.0,28.11,24.97,Korangi,0.21,Extreme
776,844699,"00:29,06:00",MAINT_01,2025-03-03,1:57:37,3/31/2026,3:52:08,COMPLETED,REL,Electrical,Sensor Fault,2.6,15:50:32,5/3/2025,6:25:30,Determine nice source thought result.,Electrical Issue,S04,28.4,20.5,20.7,28.9,15.9,13.8,28.13,18.83,18.77,28.84,18.69,14.24,Clifton,-0.1087,Very Secure
777,119870,"00:58,18:51",PLANT_03,2024-02-07,10:53:08,11/20/2025,3:31:12,COMPLETED,CLSD,Software,Motor Failure,28.78,20:01:27,1/6/2025,23:01:36,Water wind cost hand arm.,Electrical Issue,S04,26.4,18.1,18.6,25.7,15.9,13.1,25.73,17.33,16.0,26.61,17.73,16.23,Nazimabad,0.0349,Medium
778,303196,"00:27,13:27",PLANT_01,2024-06-06,12:07:59,12/10/2025,3:12:52,ON_HOLD,CLSD,Software,Leak,43.84,4:43:48,9/27/2025,14:21:51,Door early we we alone ready back.,Electrical Issue,S04,33.5,28.2,26.6,33.0,28.0,30.6,32.87,27.67,27.03,35.9,27.53,24.57,Korangi,0.21,Extreme
779,348683,"00:10,12:40",PLANT_03,2024-04-30,5:21:02,12/13/2025,7:20:05,IN_PROGRESS,TECO,Electrical,Sensor Fault,43.24,16:05:57,4/13/2025,3:03:25,Summer more if hear responsibility have.,Software Issue,H03,37.0,24.1,26.1,36.7,25.0,24.1,34.6,24.4,23.23,32.74,24.24,23.63,Nazimabad,0.0349,Medium
780,334677,"00:30,20:07",PLANT_03,2024-02-18,8:48:08,3/11/2026,2:07:12,ON_HOLD,REL,Electrical,Leak,57.2,20:09:09,7/19/2025,13:24:44,Sing hospital ready push material somebody husband.,Mechanical Issue,S04,26.6,19.1,25.4,29.9,13.8,13.2,29.83,13.77,14.07,28.41,14.49,14.36,Nazimabad,0.0349,Medium
781,126790,"00:21,06:01",PLANT_02,2024-09-02,14:11:42,3/12/2026,2:19:14,NEW,CNF,Mechanical,Short Circuit,47.33,3:15:47,1/23/2025,21:33:20,Return wall trouble friend current.,Mechanical Issue,S04,33.0,25.0,7.4,32.6,23.5,7.5,30.63,24.17,12.9,31.1,25.47,15.61,Surjani,0.1585,High
782,743162,"00:22,13:24",PLANT_02,2024-07-30,7:23:39,12/5/2025,12:22:21,IN_PROGRESS,REL,Electrical,Leak,71.44,9:30:36,4/18/2025,15:16:42,Job nor yard establish hit.,Electrical Issue,E01,32.5,28.1,13.4,33.2,28.5,13.2,33.87,28.93,17.67,33.8,29.14,22.19,Surjani,0.1585,High
783,911721,"00:22,13:27",PLANT_03,2024-09-21,10:01:00,1/8/2026,23:48:30,COMPLETED,TECO,Mechanical,Short Circuit,20.8,22:19:45,7/15/2025,19:37:24,Since him southern issue town call computer experience.,Hydraulic Issue,S04,31.4,25.6,20.6,31.9,25.4,18.6,31.73,25.07,17.1,31.2,25.56,21.3,Nazimabad,0.0349,Medium
784,548345,"01:14,13:48",MAINT_01,2025-01-08,16:12:47,11/15/2025,8:22:42,COMPLETED,CLSD,Mechanical,Sensor Fault,26.18,13:31:38,1/9/2025,19:33:32,Movement traditional of.,Software Issue,M02,24.0,7.7,9.3,24.9,11.2,12.9,24.23,9.77,11.7,24.8,11.73,12.26,Clifton,-0.1087,Very Secure
785,849074,"02:08,14:47",PLANT_02,2024-12-27,13:42:45,4/15/2026,12:42:47,NEW,CLSD,Electrical,Motor Failure,27.95,15:15:34,12/15/2024,14:07:31,True fill beautiful game set other follow vote.,Software Issue,H03,24.7,10.6,11.5,23.8,12.1,16.8,23.8,12.17,16.73,24.06,12.19,14.89,Surjani,0.1585,High
786,587462,"08:01,18:37",PLANT_02,2024-11-22,18:56:26,1/22/2026,20:58:14,COMPLETED,TECO,Software,Leak,33.81,12:41:14,11/20/2024,9:22:00,High few land both two add thank.,Electrical Issue,H03,30.0,21.3,13.2,30.5,19.2,10.7,30.93,19.57,10.6,31.46,20.39,10.83,Surjani,0.1585,High
787,639773,"01:14,14:49",PLANT_02,2025-09-03,11:49:57,11/7/2025,17:49:43,ON_HOLD,REL,Hydraulic,Motor Failure,60.27,4:43:17,11/8/2024,14:02:11,Carry happy response would enter.,Electrical Issue,M02,31.6,25.1,14.1,30.9,25.6,18.8,31.03,25.97,21.03,31.29,25.77,17.81,Surjani,0.1585,High
788,186188,"09:01,19:30",PLANT_01,2024-08-29,16:20:56,1/31/2026,18:34:55,NEW,CNF,Electrical,Short Circuit,55.98,3:50:59,4/14/2025,9:01:56,Easy today wait staff feeling.,Mechanical Issue,H03,28.9,26.0,13.0,28.5,26.0,13.2,32.3,26.6,19.2,32.37,26.87,22.64,Korangi,0.21,Extreme
789,629036,"02:10,14:47",PLANT_03,2023-11-24,22:16:37,4/26/2026,12:45:13,NEW,TECO,Mechanical,Short Circuit,29.48,5:38:39,7/5/2025,15:07:05,Though degree special laugh include price.,Mechanical Issue,S04,32.5,18.7,16.2,32.4,22.0,17.5,31.37,19.93,17.73,31.09,19.29,17.59,Nazimabad,0.0349,Medium
790,842129,"00:54,13:49",PLANT_01,2025-10-05,14:35:35,11/16/2025,21:05:36,COMPLETED,REL,Mechanical,Short Circuit,43.53,23:38:57,4/8/2025,16:25:22,Difficult which quite adult move rather business.,Mechanical Issue,E01,31.4,25.8,19.7,31.8,25.1,22.1,33.4,26.03,20.5,34.9,25.97,17.96,Korangi,0.21,Extreme
791,764795,"00:01,08:52",PLANT_01,2025-03-24,10:03:14,2/17/2026,12:37:30,COMPLETED,REL,Mechanical,Sensor Fault,45.73,6:35:55,1/24/2025,7:20:55,State turn center build happy near begin.,Software Issue,S04,33.3,21.3,17.1,34.2,21.4,14.5,34.53,21.27,12.37,34.46,21.07,10.54,Korangi,0.21,Extreme
792,890141,"00:20,14:03",PLANT_03,2025-06-13,22:36:50,11/13/2025,16:00:53,NEW,CNF,Electrical,Short Circuit,27.16,16:39:14,12/31/2024,16:47:41,Exactly choose guy wide evidence to item.,Electrical Issue,H03,36.4,27.7,19.6,33.4,28.1,23.8,33.57,28.1,24.93,33.4,27.8,24.99,Nazimabad,0.0349,Medium
793,748249,"00:21,22:46",PLANT_02,2025-01-05,15:16:34,4/14/2026,9:33:04,ON_HOLD,CLSD,Hydraulic,Leak,37.15,3:11:58,4/14/2025,21:44:47,Something employee such practice quickly any market.,Electrical Issue,H03,23.0,8.6,11.4,23.8,15.4,18.1,24.83,13.13,12.83,25.36,12.47,12.49,Surjani,0.1585,High
794,130355,"00:10,14:32",MAINT_01,2025-08-27,13:51:02,1/7/2026,13:17:55,ON_HOLD,REL,Electrical,Short Circuit,30.03,22:35:52,6/19/2025,22:10:27,Thank value quality reality.,Electrical Issue,E01,31.7,25.8,15.3,31.4,25.9,13.5,31.33,26.17,18.57,31.87,26.27,17.56,Clifton,-0.1087,Very Secure
795,811131,"00:14,13:39",PLANT_02,2024-01-16,20:55:38,12/9/2025,22:51:42,IN_PROGRESS,CNF,Electrical,Short Circuit,5.44,3:39:23,8/18/2025,5:44:48,Someone themselves star development know laugh.,Mechanical Issue,S04,25.9,18.8,17.5,24.6,13.1,12.1,24.93,12.8,12.2,25.09,12.23,14.67,Surjani,0.1585,High
796,551015,"01:01,11:11",PLANT_02,2024-04-27,13:42:36,3/10/2026,12:02:11,COMPLETED,CNF,Electrical,Sensor Fault,31.76,14:34:43,8/30/2025,11:00:07,Involve radio image crime about everything artist.,Mechanical Issue,E01,31.8,23.6,23.0,31.3,24.6,25.3,31.3,24.03,24.2,31.59,24.11,25.11,Surjani,0.1585,High
797,506332,"00:12,13:55",PLANT_02,2025-02-25,15:46:01,1/16/2026,15:16:38,NEW,CNF,Hydraulic,Short Circuit,7.46,22:09:37,9/12/2025,21:26:13,Understand picture ground.,Mechanical Issue,E01,30.3,18.3,8.2,30.2,18.9,10.5,29.53,17.57,10.3,30.03,18.64,12.97,Surjani,0.1585,High
798,256542,"00:05,19:32",PLANT_02,2024-02-27,14:36:24,11/20/2025,12:29:46,COMPLETED,TECO,Hydraulic,Leak,29.46,0:31:22,9/25/2025,6:08:06,Sport usually as until.,Software Issue,S04,27.6,16.0,35.4,29.0,18.4,30.5,29.6,16.3,21.2,28.59,16.43,20.1,Surjani,0.1585,High
799,273416,"00:14,11:50",MAINT_01,2025-01-18,21:28:32,1/31/2026,22:26:33,COMPLETED,TECO,Mechanical,Sensor Fault,42.89,17:30:27,1/25/2025,20:06:08,For mind worker already TV low.,Electrical Issue,M02,25.2,13.9,17.9,24.8,12.6,17.3,24.43,12.23,13.1,24.76,12.17,13.76,Clifton,-0.1087,Very Secure
800,405062,"01:01,12:35",PLANT_01,2024-12-13,1:25:19,11/28/2025,4:43:14,ON_HOLD,REL,Software,Motor Failure,41.93,10:19:35,7/19/2025,14:27:16,Role assume control leg.,Hydraulic Issue,M02,25.4,12.4,15.4,25.5,13.4,8.4,26.03,12.2,9.67,26.93,13.29,13.16,Korangi,0.21,Extreme
801,938656,"00:34,17:27",MAINT_01,2025-02-11,10:45:03,11/4/2025,14:07:58,COMPLETED,REL,Electrical,Leak,47.88,4:05:40,11/22/2024,20:12:45,Build ago feeling whose realize.,Electrical Issue,H03,27.5,19.1,16.5,25.8,16.0,14.5,27.6,14.43,12.33,27.23,13.96,13.59,Clifton,-0.1087,Very Secure
802,663586,"00:01,10:51",PLANT_03,2025-02-12,4:56:57,1/1/2026,14:46:17,IN_PROGRESS,REL,Mechanical,Leak,7.31,22:57:48,7/28/2025,19:23:23,Shoulder design huge south.,Mechanical Issue,M02,30.1,15.1,9.3,27.5,19.1,16.5,27.1,16.0,13.8,27.63,14.34,13.49,Nazimabad,0.0349,Medium
803,601708,"00:01,12:22",PLANT_02,2025-10-04,2:43:59,4/11/2026,21:06:13,ON_HOLD,CLSD,Hydraulic,Leak,47.13,3:55:38,7/4/2025,0:37:35,Manager clearly along business.,Electrical Issue,E01,31.8,25.1,22.1,33.0,26.5,22.9,34.5,26.47,17.2,35.09,25.81,16.9,Surjani,0.1585,High
804,966651,"03:30,12:26",MAINT_01,2024-06-27,12:44:17,4/2/2026,0:18:24,ON_HOLD,CLSD,Electrical,Motor Failure,22.82,23:55:51,3/25/2025,4:28:41,Performance go child simply compare result.,Hydraulic Issue,M02,36.6,29.7,18.9,35.6,28.6,16.8,36.5,28.2,21.9,35.74,28.51,21.7,Clifton,-0.1087,Very Secure
805,161629,"00:01,10:51",PLANT_03,2025-06-02,9:49:14,1/21/2026,22:47:25,COMPLETED,REL,Hydraulic,Leak,29.03,17:12:11,5/6/2025,1:12:29,Population offer piece machine early campaign health past.,Hydraulic Issue,H03,35.6,27.8,21.3,40.8,28.4,25.0,39.63,28.47,30.03,37.87,28.11,25.36,Nazimabad,0.0349,Medium
806,428184,"15:01,10:40",MAINT_01,2024-01-14,11:44:34,4/3/2026,11:03:22,ON_HOLD,TECO,Software,Leak,61.85,6:14:04,4/18/2025,9:05:11,Travel chance character really spring.,Electrical Issue,M02,25.9,14.3,12.2,24.3,11.0,12.3,25.03,10.8,12.43,24.99,12.24,16.79,Clifton,-0.1087,Very Secure
807,592734,"00:01,11:56",PLANT_02,2024-01-09,12:45:43,4/15/2026,17:57:27,IN_PROGRESS,TECO,Mechanical,Sensor Fault,1.15,20:46:29,3/18/2025,13:19:03,Record couple mission part ability.,Software Issue,S04,24.6,14.2,23.3,24.3,13.4,16.0,25.0,14.1,20.73,25.23,14.7,17.99,Surjani,0.1585,High
